,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I prefer when one student regularly takes on a leadership role.,I prefer when the leadership role rotates between students.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I let the other students do most of the work.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"When I work with other students, we spend too much time talking about other things.",My group did higher quality work when my group members worked on tasks together.,My group did higher quality work when group members worked on different tasks at the same time.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence."
305,0.5,0.5,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.0,-1.0,0.5,0.0,1.0,0.5,0.5,-1.0,0.5,0.0,1.0,0.6,1.0
306,1.0,0.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,0.5,0.0,-1.0,0.0,0.5,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,0.6,0.6,0.2
307,0.5,0.0,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,-1.0,0.0,0.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,-1.0,0.5,-1.0,0.0,0.5,-0.2,-0.6,-0.6
308,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.5,0.0,-0.2,0.2,-0.2
309,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,0.0,0.0,0.6,0.6,0.6
311,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,-1.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.2
312,1.0,0.5,-1.0,0.5,0.5,-1.0,0.5,1.0,1.0,1.0,0.5,-1.0,-1.0,0.0,1.0,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,0.0,0.5,-1.0,0.5,-1.0,0.0,0.5,1.0,1.0,1.0
313,1.0,0.5,-1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.6,0.6,0.6
314,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.2,0.6,0.2
315,0.0,0.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.6,-0.2,-0.2
316,0.0,-1.0,-1.0,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,-1.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,-1.0,0.0,0.0,0.6,0.6,0.6
317,0.5,0.5,-1.0,0.5,0.5,-1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.6,-0.6,0.2
318,0.5,0.5,-1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,-1.0,0.5,1.0,0.5,-1.0,-1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,1.0
319,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,-1.0,0.5,-1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,-1.0,0.5,0.5,0.2,0.2,0.2
320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2
321,0.5,1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,-1.0,0.5,0.5,-1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.6,0.6,0.6
322,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2
323,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.2,-1.0,-0.2
325,0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
326,0.5,1.0,0.5,0.0,1.0,-1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,-1.0,0.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,-1.0,0.6,0.6,0.6
327,0.5,0.5,1.0,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6,1.0
328,0.5,0.0,0.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,-1.0,1.0,0.5,-1.0,0.5,0.5,1.0,0.0,1.0,-1.0,0.5,0.0,0.5,0.0,0.6,0.6,0.6
329,0.5,0.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.5,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.5,0.5,1.0,-1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0
330,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,-1.0,0.5,0.5,1.0,0.5,-1.0,-1.0,0.5,-1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.6,0.6,0.6
331,0.0,0.5,0.0,0.5,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.2,0.2,0.2
332,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.6,0.2,0.2
333,0.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,-1.0,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.6,0.6,0.6
334,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
335,0.5,0.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,-1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.6,0.6
336,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,-1.0,-1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,-1.0,1.0,0.5,0.6,0.6,0.6
337,0.5,0.0,0.0,0.5,0.5,-1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.6
338,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-0.6,1.0
339,-1.0,1.0,1.0,-1.0,-1.0,0.5,0.5,-1.0,0.5,1.0,-1.0,0.0,1.0,-1.0,-1.0,0.5,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.5,0.5,-1.0,-1.0,1.0,-1.0,0.6,0.6,0.6
340,0.5,-1.0,-1.0,0.5,1.0,-1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,-1.0,1.0,-1.0,-1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,0.5,0.5,0.0,0.6,-0.6,0.6
341,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.6,0.6,0.6
342,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.2,0.2,0.2
343,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
344,0.0,0.0,0.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,-1.0,0.5,-1.0,-1.0,0.5,0.0,0.5,0.0,0.0,-1.0,0.5,-1.0,0.0,0.0,1.0,1.0,0.2
345,1.0,0.0,-1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,-1.0,0.5,1.0,0.0,0.5,-1.0,0.0,0.5,0.5,1.0,0.0,1.0,-1.0,0.5,-1.0,1.0,0.0,0.6,0.6,0.6
346,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.0,0.0,-1.0,0.6,-0.6
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2
348,0.5,0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,0.5,0.5,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,-1.0,1.0
349,0.0,0.5,-1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,-1.0,0.5,-1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.0,0.5,0.6,-0.2,-0.2
350,0.0,1.0,0.5,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2
352,0.5,-1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.6,0.2,-0.2
353,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.2,-0.2,0.2
354,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.6
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2
356,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,-1.0,-1.0,-1.0,1.0,-1.0,0.5,0.0,0.5,0.5,1.0,-1.0,1.0,-1.0,0.5,0.5,1.0,0.6,1.0
357,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,-1.0,0.5,1.0,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,-0.2
358,0.0,0.0,0.5,0.5,0.0,-1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,-1.0,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,-1.0,0.5,0.5,0.0,0.0,0.2,0.2,0.2
359,0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,-1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.5,0.6,0.6,0.6
360,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,-1.0,-1.0,0.0,0.5,1.0,0.5,0.0,0.0,-1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0
361,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.6,0.6,0.6
362,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,-1.0,0.5,0.5,0.5,0.5,0.6,-0.6,0.6
363,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,-0.6,0.6
364,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.6
365,0.5,0.0,0.5,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,-1.0,-1.0,-1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.2,0.2,0.2
366,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,-0.2
367,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.6
368,0.0,0.0,0.5,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,-1.0,0.5,0.5,0.5,-1.0,0.0,-1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,-0.2,0.2,-0.6
369,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.2,0.2,0.2
370,0.5,0.5,-1.0,0.5,1.0,-1.0,0.5,0.5,1.0,0.5,0.5,-1.0,0.5,-1.0,0.0,-1.0,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.2,0.6
371,0.5,0.5,-1.0,1.0,0.5,-1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.6,0.6,0.6
372,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,-1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.6,0.6,0.6
373,0.0,-1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6
374,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,0.0,1.0,0.6,1.0
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
376,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6
377,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,1.0,-0.2,0.2,-0.2
378,0.0,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,-0.2,0.6,-0.2
379,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.6,0.2,0.2
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.6,0.2,0.6
381,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.5,1.0,1.0,1.0,0.5,0.5,-1.0,0.5,0.5,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.5,-1.0,1.0,0.5,1.0,1.0,1.0
382,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,0.5,1.0,0.6,1.0
383,0.5,0.0,0.5,1.0,1.0,-1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,-1.0,0.5,-1.0,0.0,0.5,-1.0,1.0,1.0,1.0,-1.0,0.5,-1.0,0.5,1.0,1.0,0.6,0.2
384,0.5,0.5,-1.0,0.0,0.5,-1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,1.0
385,1.0,0.0,-1.0,1.0,0.5,-1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-1.0,-1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.5,1.0,0.6,1.0,0.6
386,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,-1.0,-1.0,0.5,-1.0,0.5,0.5,0.5,0.0,0.5,-1.0,1.0,0.5,0.5,0.5,0.6,0.6,-0.2
387,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,-1.0,0.5,-1.0,0.5,0.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,0.0,1.0,-0.6,0.6
389,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.6,0.6,0.2
390,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,-1.0,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.2
392,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.5,0.0,0.0,0.6,0.2,0.6
393,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.6,0.6
394,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,-1.0,-1.0,0.0,1.0,1.0,0.5,0.5,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0
395,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.5,1.0,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
396,1.0,1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,-1.0,1.0,0.5,-1.0,0.0,1.0,1.0,0.5,1.0,0.5,-1.0,0.0,0.5,1.0,1.0,0.6
397,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
398,0.5,0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,-1.0,0.0,1.0,1.0,0.6,1.0
399,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,-1.0,1.0,1.0,-1.0,-1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,-1.0,1.0,0.5,0.2,0.6,0.6
400,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6
401,1.0,0.5,0.5,0.5,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.6,1.0,-0.2
404,0.5,0.0,-1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,-1.0,0.5,0.0,-1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,0.6,1.0
405,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,-1.0,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6
407,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
408,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.6,0.6,0.6
409,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,-0.2
410,0.5,0.5,-1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.2,0.6,0.6
411,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,0.0,-0.2,0.2,-0.2
