,"When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence."
389,3.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.166666666666667,4.166666666666667,3.3333333333333335
390,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,4.166666666666667,4.166666666666667,3.3333333333333335
392,5.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,4.166666666666667,3.3333333333333335,4.166666666666667
393,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.166666666666667,4.166666666666667
394,1.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0
395,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,3.0,5.0,2.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0
396,5.0,4.0,2.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.166666666666667
397,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
398,2.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,4.166666666666667,5.0
399,4.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.3333333333333335,4.166666666666667,4.166666666666667
400,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
401,4.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.166666666666667,5.0,2.5
404,3.0,1.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,4.166666666666667,5.0
405,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
407,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
408,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
409,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.3333333333333335,3.3333333333333335,2.5
410,2.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.3333333333333335,4.166666666666667,4.166666666666667
411,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.5,3.3333333333333335,2.5
412,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.5,1.6666666666666667,5.0
413,3.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,1.6666666666666667,5.0
414,1.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.166666666666667,4.166666666666667
415,2.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,5.0
416,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,2.5,4.166666666666667,3.3333333333333335
417,3.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
418,3.0,2.0,5.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,4.166666666666667,5.0,5.0
419,3.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,5.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0
420,1.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
421,2.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0
422,1.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,1.6666666666666667,3.3333333333333335
423,4.0,5.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,4.166666666666667,4.166666666666667,4.166666666666667
424,2.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
425,3.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
426,2.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,4.166666666666667,4.166666666666667
427,1.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0
428,2.0,3.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0
429,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,4.166666666666667,4.166666666666667,4.166666666666667
430,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
431,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0
432,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.5,2.5,2.5
434,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4.166666666666667,5.0,3.3333333333333335
435,4.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.166666666666667,3.3333333333333335,4.166666666666667
436,3.0,1.0,4.0,2.0,5.0,3.0,4.0,4.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,5.0,5.0
437,2.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0
438,3.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
439,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
440,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0
441,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
442,3.0,2.0,5.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,5.0,1.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
443,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.166666666666667,5.0
444,3.0,5.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.166666666666667,3.3333333333333335,2.5
445,3.0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,4.166666666666667,4.166666666666667,4.166666666666667
446,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,2.5
447,4.0,3.0,3.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
448,4.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
449,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,5.0,3.0,5.0,4.0,3.0,4.166666666666667,4.166666666666667,5.0
450,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,1.6666666666666667,4.166666666666667,2.5
451,1.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0
452,4.0,3.0,4.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,2.5
453,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,2.0,3.0,4.166666666666667,1.6666666666666667,4.166666666666667
454,1.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,5.0,1.0,4.0,4.166666666666667,3.3333333333333335,5.0
455,2.0,1.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,4.0,1.0,5.0,3.3333333333333335,4.166666666666667,3.3333333333333335
456,2.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.5,2.5,2.5
457,2.0,1.0,5.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,4.166666666666667,1.6666666666666667,4.166666666666667
458,4.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0
459,2.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,3.3333333333333335,2.5,3.3333333333333335
460,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,2.0,4.0,3.0,4.0,1.0,4.0,5.0,0.8333333333333334,5.0
461,4.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,5.0,4.166666666666667,5.0
462,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
463,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0
464,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,4.166666666666667,3.3333333333333335
465,3.0,1.0,5.0,2.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
467,4.0,2.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,0.8333333333333334,5.0
468,4.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,5.0,5.0,0.8333333333333334,5.0
469,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.5,1.6666666666666667,2.5
470,3.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,2.0,3.0,5.0,3.3333333333333335,4.166666666666667
471,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.5,3.3333333333333335,1.6666666666666667
472,1.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,1.0,4.166666666666667,4.166666666666667,1.6666666666666667
473,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,5.0,4.166666666666667,4.166666666666667
474,3.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0,4.166666666666667,4.166666666666667
475,3.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
476,3.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,3.3333333333333335,3.3333333333333335,2.5
477,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,2.0,4.166666666666667,5.0,3.3333333333333335
478,2.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,5.0,1.0,3.0,1.6666666666666667,4.166666666666667,1.6666666666666667
479,3.0,3.0,3.0,1.0,3.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,3.0,2.0,0.8333333333333334,5.0,1.6666666666666667
480,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
483,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0
484,4.0,1.0,4.0,1.0,4.0,5.0,3.0,5.0,1.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
485,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.3333333333333335,2.5,3.3333333333333335
486,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,3.3333333333333335,4.166666666666667,4.166666666666667
487,2.0,3.0,4.0,1.0,4.0,2.0,5.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
488,4.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,1.6666666666666667,4.166666666666667,2.5
489,5.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0
490,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
491,3.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
492,2.0,1.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
493,4.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
494,3.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
495,4.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.166666666666667,1.6666666666666667,4.166666666666667
496,1.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
497,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
498,2.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,3.3333333333333335,4.166666666666667
499,4.0,4.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,3.0,5.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
500,2.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0
501,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,4.166666666666667,0.8333333333333334,4.166666666666667
502,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,3.3333333333333335,3.3333333333333335,1.6666666666666667
503,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0
504,2.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,5.0,2.5,5.0,4.166666666666667
505,3.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0
506,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
507,3.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0
508,3.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,1.0,5.0,1.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0
509,1.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0
510,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
511,5.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
512,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
513,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,2.5,3.3333333333333335
514,5.0,3.0,4.0,2.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
515,4.0,3.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.3333333333333335,4.166666666666667,3.3333333333333335
516,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
517,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
518,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,2.5,4.166666666666667
519,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.3333333333333335,4.166666666666667,3.3333333333333335
520,5.0,2.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,5.0,5.0,0.8333333333333334,5.0
521,4.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
522,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0
523,5.0,1.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,3.3333333333333335,5.0,4.166666666666667
524,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
