StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
12/10/2022 13:12,12/10/2022 13:17,IP Address,100,293,TRUE,12/10/2022 13:17,R_1jKidciQCozbIPA,anonymous,EN,PHY105M,56995,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Male,,White,,,,,,,,,,,,,"German,Irish",,Master’s degree or above,
12/10/2022 13:35,12/10/2022 13:37,IP Address,100,153,TRUE,12/10/2022 13:37,R_1CsdEqFuUWzm1kn,anonymous,EN,PHY105M,56910,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,,Neither agree nor disagree,Strongly agree,,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,White,,,,,,,,,,,,,"German,English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Hungarian & Armenian,Master’s degree or above,
12/10/2022 14:26,12/10/2022 14:30,IP Address,100,259,TRUE,12/10/2022 14:30,R_shgz4mix3RR46vn,anonymous,EN,PHY105M,56910,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,Strongly disagree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,
12/10/2022 14:33,12/10/2022 14:40,IP Address,100,408,TRUE,12/10/2022 14:40,R_2X6a59UyFGzt8kJ,anonymous,EN,PHY105M,56965,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Female,,Black or African American,,,,,Ethiopian,,,,,,,,,,Master’s degree or above,
12/10/2022 14:57,12/10/2022 14:59,IP Address,100,135,TRUE,12/10/2022 14:59,R_9sK00oVOaQjyLzH,anonymous,EN,PHY105N,57220,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Middle Eastern or North African,,,,,,,,,Egyptian,,,,,,Master’s degree or above,
12/10/2022 15:12,12/10/2022 15:14,IP Address,100,173,TRUE,12/10/2022 15:14,R_d13z25nUoNmbEkx,anonymous,EN,PHY105N,57170,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,
12/10/2022 16:20,12/10/2022 16:22,IP Address,100,147,TRUE,12/10/2022 16:22,R_2RQR4VEUaz8vyZc,anonymous,EN,PHY105M,56850,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,
12/10/2022 16:30,12/10/2022 16:36,IP Address,100,370,TRUE,12/10/2022 16:36,R_2QusGYzFxLwu2Tz,anonymous,EN,PHY105N,57120,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
12/10/2022 16:33,12/10/2022 16:37,IP Address,100,293,TRUE,12/10/2022 16:37,R_2Ua7iHXYwS2KeaI,anonymous,EN,PHY105M,56850,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Some college but no degree,
12/3/2022 16:49,12/3/2022 16:49,IP Address,2,8,FALSE,12/10/2022 16:49,R_1o7tIMRpTqhl0dO,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2022 17:07,12/3/2022 17:08,IP Address,2,89,FALSE,12/10/2022 17:08,R_1PTpC2LLV3X1Wlc,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2022 16:44,12/10/2022 17:29,IP Address,100,2686,TRUE,12/10/2022 17:29,R_BXKLEUxUeNO5Ryp,anonymous,EN,PHY105N,57075,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
12/3/2022 17:59,12/3/2022 18:01,IP Address,5,101,FALSE,12/10/2022 18:01,R_28J1oc8fR25bKWg,anonymous,EN,PHY105N,57160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2022 18:10,12/10/2022 18:13,IP Address,100,172,TRUE,12/10/2022 18:13,R_2xY35Qh4LaTd7dD,anonymous,EN,PHY105M,57005,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,Strongly agree,,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Sephardic and Russian Jewish,Bachelor’s degree,
12/10/2022 8:28,12/10/2022 18:51,IP Address,100,37379,TRUE,12/10/2022 18:51,R_28G42Cgsmm6d8Di,anonymous,EN,PHY105M,56995,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Prefer not to disclose,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
12/10/2022 19:21,12/10/2022 19:26,IP Address,100,281,TRUE,12/10/2022 19:26,R_26nAySdyI8W74Pn,anonymous,EN,PHY105N,57200,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,
12/3/2022 19:50,12/3/2022 19:51,IP Address,5,57,FALSE,12/10/2022 19:51,R_2TYMI6nnGWYzYFT,anonymous,EN,PHY105M,57019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2022 20:58,12/10/2022 21:25,IP Address,100,1612,TRUE,12/10/2022 21:25,R_2aWYVCS2C3vlaWI,anonymous,EN,PHY105N,57210,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
12/10/2022 22:17,12/10/2022 22:20,IP Address,100,183,TRUE,12/10/2022 22:20,R_3iCoughigvXdSX4,anonymous,EN,PHY105N,57200,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,,Somewhat disagree,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat agree,Female,,White,,,,,,,,,,,,,"German,Italian",,Bachelor’s degree,
12/10/2022 23:56,12/11/2022 0:00,IP Address,100,248,TRUE,12/11/2022 0:00,R_262pUMBehh1vDFL,anonymous,EN,PHY105M,56815,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Strongly agree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,
12/11/2022 10:19,12/11/2022 10:22,IP Address,100,182,TRUE,12/11/2022 10:22,R_2dZv9wFQEyVwcOn,anonymous,EN,PHY105N,57030,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,,Strongly agree,,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Female,,White,,,,,,,,,,,,,English,,Master’s degree or above,
12/11/2022 11:17,12/11/2022 11:24,IP Address,100,445,TRUE,12/11/2022 11:24,R_1lAiBs7hhcrX1PJ,anonymous,EN,PHY105N,57175,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Strongly agree,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Female,,Asian,,,"Chinese,Vietnamese",,,,,,,,,,,,Master’s degree or above,
12/11/2022 12:31,12/11/2022 12:37,IP Address,100,344,TRUE,12/11/2022 12:37,R_2tlEsB8BahIesA9,anonymous,EN,PHY105M,56815,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat agree,Somewhat disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Male,,White,,,,,,,,,,,,,"Irish,English,French,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa","dutch, indo, Ukrainian, ",Master’s degree or above,
12/11/2022 12:23,12/11/2022 12:42,IP Address,100,1169,TRUE,12/11/2022 12:42,R_1DSHKrW1i974828,anonymous,EN,PHY105M,56875,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,
12/2/2022 19:36,12/4/2022 13:07,IP Address,2,149418,FALSE,12/11/2022 13:07,R_TuuTTBNJ99nGpTb,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2022 13:50,12/11/2022 13:56,IP Address,100,402,TRUE,12/11/2022 13:56,R_2727X5ZX5K4opd4,anonymous,EN,PHY105M,56960,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,I'm not sure,
12/4/2022 14:15,12/4/2022 14:15,IP Address,2,14,FALSE,12/11/2022 14:15,R_b7t0vfUL4Kli3sJ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 15:52,12/4/2022 15:52,IP Address,2,13,FALSE,12/11/2022 15:52,R_RlRHOFohHIGEG77,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 16:48,12/4/2022 16:48,IP Address,2,9,FALSE,12/11/2022 16:48,R_3pguHM6fHY8u9mF,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 16:53,12/4/2022 16:54,IP Address,2,12,FALSE,12/11/2022 16:54,R_1F9h8k1jXd4F0xh,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2022 17:17,12/11/2022 17:21,IP Address,100,203,TRUE,12/11/2022 17:21,R_9t8c6lA1PEaxSZb,anonymous,EN,PHY105M,56900,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Finnish,Bachelor’s degree,
12/4/2022 17:24,12/4/2022 17:24,IP Address,2,8,FALSE,12/11/2022 17:24,R_DkjlHGAmY5Rxoel,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 17:46,12/4/2022 17:46,IP Address,2,4,FALSE,12/11/2022 17:46,R_2ZDqYlr5Oem38oC,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 17:49,12/4/2022 17:49,Spam,2,5,FALSE,12/11/2022 17:49,R_d0EME9G5TiGS3Lz,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 19:07,12/4/2022 19:09,IP Address,16,155,FALSE,12/11/2022 19:10,R_3lX5jHGgG2TWWHX,anonymous,EN,PHY105M,56930,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat disagree,Strongly disagree,,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 19:43,12/4/2022 19:43,IP Address,2,2,FALSE,12/11/2022 19:43,R_bsb9H44HVu49Yvn,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 19:55,12/4/2022 19:55,IP Address,2,2,FALSE,12/11/2022 19:55,R_12FmnRsnun4yuYc,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 21:17,12/4/2022 21:18,IP Address,2,32,FALSE,12/11/2022 21:18,R_vOnF7LQOxUOk6DT,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 21:19,12/4/2022 21:32,IP Address,2,778,FALSE,12/11/2022 21:32,R_1jVcw1JoLikKUA9,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2022 22:22,12/4/2022 22:23,IP Address,16,62,FALSE,12/11/2022 22:23,R_24jiBGz4crwR2DZ,anonymous,EN,PHY105M,56875,,,,,,,,,,,,,,,,,Somewhat agree,Strongly disagree,,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2022 22:22,12/11/2022 22:24,IP Address,100,108,TRUE,12/11/2022 22:24,R_1LCFdgKaxPgfqlf,anonymous,EN,PHY105M,56845,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
12/11/2022 22:35,12/11/2022 22:38,IP Address,100,152,TRUE,12/11/2022 22:38,R_30wTe4gyOvlm08E,anonymous,EN,PHY105M,56840,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Strongly agree,,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Associate's or technical degree,
12/11/2022 22:49,12/11/2022 22:54,IP Address,100,322,TRUE,12/11/2022 22:54,R_2rkhakU0wTbCdGT,anonymous,EN,PHY105M,56830,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,I'm not sure,
12/5/2022 0:37,12/5/2022 0:37,IP Address,2,5,FALSE,12/12/2022 0:37,R_9zgwqvdGNRm0p0t,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2022 4:09,12/12/2022 4:11,IP Address,100,159,TRUE,12/12/2022 4:11,R_BrANhouTTw8O80N,anonymous,EN,PHY105N,57115,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Female,,"Asian,Middle Eastern or North African",,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,Syrian,,,,,,Master’s degree or above,
12/12/2022 6:14,12/12/2022 6:18,IP Address,100,211,TRUE,12/12/2022 6:18,R_2ZJMCKa8YNdlwkh,anonymous,EN,PHY105N,57040,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,middle school
