StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
2022-12-09 18:29:55,2022-12-09 18:31:43,IP Address,100,107,True,2022-12-09 18:31:44,R_SUK5zfNG4Pzwiid,anonymous,EN,PHY105M,56895,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Prefer not to disclose,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
2022-12-06 21:22:00,2022-12-09 18:34:13,IP Address,100,249133,True,2022-12-09 18:34:14,R_3HNOqCW4nnwBR8q,anonymous,EN,PHY105N,57175,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
2022-12-09 18:43:41,2022-12-09 18:47:28,IP Address,100,226,True,2022-12-09 18:47:28,R_RUgcCKOMvXGkPq9,anonymous,EN,PHY105M,57019,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,
2022-12-09 18:42:39,2022-12-09 18:48:23,IP Address,100,344,True,2022-12-09 18:48:23,R_2dGzpaTsTpwJIzj,anonymous,EN,PHY105N,57155,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-09 18:47:56,2022-12-09 18:50:32,IP Address,100,156,True,2022-12-09 18:50:33,R_6JPSl0ktzsDg7bb,anonymous,EN,PHY105M,56870,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Somewhat disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,
2022-12-09 18:44:25,2022-12-09 18:51:11,IP Address,100,406,True,2022-12-09 18:51:12,R_1NewSvd92xhM9JZ,anonymous,EN,PHY105N,57210,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Male,,Asian,,,Filipino,,,,,,,,,,,,Bachelor’s degree,
2022-12-09 18:37:04,2022-12-09 18:51:47,IP Address,100,883,True,2022-12-09 18:51:48,R_2OUscbWF0jiudpB,anonymous,EN,PHY105N,57225,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Strongly disagree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,,Asian,,,Japanese,,,,,,,,,,,,Master’s degree or above,
2022-12-09 18:46:29,2022-12-09 18:57:45,IP Address,100,676,True,2022-12-09 18:57:45,R_tMQxr9ubXINtAcx,anonymous,EN,PHY105M,57005,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Argentinian and Chilean,,,,,,,Master’s degree or above,
2022-12-09 19:01:18,2022-12-09 19:03:46,IP Address,100,148,True,2022-12-09 19:03:46,R_wNtpNxPKJw3Cnkd,anonymous,EN,PHY105N,57115,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,White,,,,,,,,,,,,,Irish,,Master’s degree or above,
2022-12-09 19:00:20,2022-12-09 19:03:58,IP Address,100,218,True,2022-12-09 19:03:59,R_247Vtkm07mQTED4,anonymous,EN,PHY105M,56960,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,,Somewhat agree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Disagree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,
2022-12-09 19:01:59,2022-12-09 19:09:14,IP Address,100,434,True,2022-12-09 19:09:15,R_1rGQ86XKWS3pRpF,anonymous,EN,PHY105M,57023,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,Polish,,Master’s degree or above,
2022-12-09 19:15:41,2022-12-09 19:22:08,IP Address,100,386,True,2022-12-09 19:22:08,R_3m32q9UJfjB5yD0,anonymous,EN,PHY105M,56955,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-09 19:19:34,2022-12-09 19:34:23,IP Address,100,888,True,2022-12-09 19:34:23,R_2EER4drnrLIbCB6,anonymous,EN,PHY105M,57025,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,Asian,,,Korean,,,,,,,,,,,,Master’s degree or above,
2022-12-09 19:30:50,2022-12-09 19:36:13,IP Address,100,323,True,2022-12-09 19:36:14,R_3IQqmYw4OxqOjAi,anonymous,EN,PHY105M,56985,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,,Neither agree nor disagree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
2022-12-09 19:41:24,2022-12-09 19:45:06,IP Address,100,222,True,2022-12-09 19:45:07,R_2CwiWm1h4dyGefJ,anonymous,EN,PHY105N,57095,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,,Strongly disagree,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Venezuelan,,,,,,,Bachelor’s degree,
2022-12-09 19:40:12,2022-12-09 19:46:17,IP Address,100,365,True,2022-12-09 19:46:18,R_262WZmE5u8uV0Dc,anonymous,EN,PHY105N,57210,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
2022-12-09 19:44:52,2022-12-09 19:47:21,IP Address,100,149,True,2022-12-09 19:47:21,R_1F5jiZVyb48kx4r,anonymous,EN,PHY105N,57225,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,,"Asian,White",,,Korean,,,,,,,,,,"German,Irish,Polish",,Bachelor’s degree,
2022-12-09 19:45:55,2022-12-09 19:48:41,IP Address,100,166,True,2022-12-09 19:48:42,R_elK92FyHKWvIkk9,anonymous,EN,PHY105N,57135,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Disagree,Male,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Iraqi,,,,,Master’s degree or above,
2022-12-09 19:18:42,2022-12-09 19:50:26,IP Address,100,1903,True,2022-12-09 19:50:27,R_1eKmWcjiq9ujNSD,anonymous,EN,PHY105N,57110,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
2022-12-09 19:46:55,2022-12-09 19:50:33,IP Address,100,218,True,2022-12-09 19:50:34,R_22sNCqv2WqjfR8s,anonymous,EN,PHY105N,57050,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,I'm not sure,
2022-12-09 19:49:44,2022-12-09 19:53:23,IP Address,100,218,True,2022-12-09 19:53:23,R_2D2K9iFTHRjfGmW,anonymous,EN,PHY105N,57080,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Strongly disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Indian,,,,,,,,,,,Master’s degree or above,
2022-12-09 19:45:41,2022-12-09 19:53:23,IP Address,100,461,True,2022-12-09 19:53:23,R_3nvHfXNOKjgyWdd,anonymous,EN,PHY105M,56915,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,Somewhat disagree,Strongly agree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,High school,
2022-12-09 19:54:47,2022-12-09 19:57:35,IP Address,100,167,True,2022-12-09 19:57:36,R_3Puec1FgPq6IVSu,anonymous,EN,PHY105M,56900,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
2022-12-09 19:53:10,2022-12-09 19:58:22,IP Address,100,312,True,2022-12-09 19:58:23,R_3QLvbfqZZbXfJ3c,anonymous,EN,PHY105M,56875,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,,Strongly disagree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,White,,,,,,,,,,,,,"Italian,Polish",,Master’s degree or above,
2022-12-09 19:55:33,2022-12-09 19:58:41,IP Address,100,188,True,2022-12-09 19:58:42,R_1QJwcfidLo0il06,anonymous,EN,PHY105M,56935,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,Strongly agree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
2022-12-09 19:55:44,2022-12-09 19:58:53,IP Address,100,189,True,2022-12-09 19:58:53,R_eXtcHfzYahJ1ZL3,anonymous,EN,PHY105M,56990,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Female,,White,,,,,,,,,,,,,"German,Irish,English",,Master’s degree or above,
2022-12-09 19:55:05,2022-12-09 19:59:01,IP Address,100,236,True,2022-12-09 19:59:02,R_D5B9TNwxRQdPvHz,anonymous,EN,PHY105N,56970,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-09 19:59:04,2022-12-09 20:01:37,IP Address,100,153,True,2022-12-09 20:01:38,R_1ZjSJPRin5uKTS1,anonymous,EN,PHY105M,56845,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Associate's or technical degree,
2022-12-09 19:58:03,2022-12-09 20:01:43,IP Address,100,219,True,2022-12-09 20:01:43,R_2DNZNy7RbvhAkbr,anonymous,EN,PHY105M,56960,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Disagree,Agree,Agree,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Norwegian,Master’s degree or above,
2022-12-09 19:59:18,2022-12-09 20:04:36,IP Address,100,318,True,2022-12-09 20:04:37,R_3KCK9B4uBNNc8Oe,anonymous,EN,PHY105M,56960,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-09 20:00:49,2022-12-09 20:06:28,IP Address,100,338,True,2022-12-09 20:06:28,R_2TyDbZY7O9y4DW6,anonymous,EN,PHY105M,56940,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,,Strongly agree,,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Cuban,Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",peruvian,,,,,,,Master’s degree or above,
2022-12-09 20:03:50,2022-12-09 20:07:32,IP Address,100,221,True,2022-12-09 20:07:32,R_2z6ZQeO3nEOq2pX,anonymous,EN,PHY105N,57100,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,,Strongly disagree,Neither agree nor disagree,,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,less than middle school
